ibge,A170,A171,A172,A173,A174,A175,A176,A177,A178,A179,A180,A181,A182,A183,A184,A185,A186,A187,A188,A189,A190,A191,A192,A193,A194,A195,A196,A197,A198,A199,A200,A201,A202,A203,A204,A205,A206,A207,A208,A209,A210,A211,A212,A213,A214,A215,A216,A217,A218,A219,A220,A221,A222,A223,A224,A740,A740A
120020,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,2001,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,50001 até 100000,5
120025,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Não,Não,Não,Não,10001 até 20000,3
120030,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,2006,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,20001 até 50000,4
120032,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Não,Não,5001 até 10000,2
120033,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,1999,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,10001 até 20000,3
120034,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não aplicável,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Não,Sim,5001 até 10000,2
120035,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2009,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,10001 até 20000,3
120038,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,2008,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
120039,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não aplicável,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Não,Não,5001 até 10000,2
120040,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,2006,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,100001 até 500000,6
120042,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Não,Sim,10001 até 20000,3
120043,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,2006,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Até 5000,1
120045,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Não,Sim,10001 até 20000,3
120050,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não aplicável,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Sim,Não,20001 até 50000,4
120060,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Não,Não,20001 até 50000,4
120070,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Não,Não,10001 até 20000,3
120080,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
130002,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2009,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,10001 até 20000,3
130006,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Não,Não,5001 até 10000,2
130008,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,1998,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,5001 até 10000,2
130010,Secretaria exclusiva,Sim,Não aplicável,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2006,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,10001 até 20000,3
130014,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,1998,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,10001 até 20000,3
130020,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2007,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,10001 até 20000,3
130030,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,2003,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,20001 até 50000,4
130040,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,2008,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,20001 até 50000,4
130050,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,2009,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,20001 até 50000,4
130060,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não aplicável,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1998,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,20001 até 50000,4
130063,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,2000,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,10001 até 20000,3
130068,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não aplicável,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,1998,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,10001 até 20000,3
130070,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2003,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,20001 até 50000,4
130080,Secretaria exclusiva,Sim,Não aplicável,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,20001 até 50000,4
130083,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,2001,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,10001 até 20000,3
130090,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,8888,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,10001 até 20000,3
130100,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não aplicável,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,1994,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,20001 até 50000,4
130110,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1998,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,20001 até 50000,4
130115,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,1998,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,20001 até 50000,4
130120,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não aplicável,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2005,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,50001 até 100000,5
130130,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2001,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
130140,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,2005,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,20001 até 50000,4
130150,Secretaria exclusiva,Sim,Não aplicável,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,2007,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,10001 até 20000,3
130160,Secretaria exclusiva,Sim,Não aplicável,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2009,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,10001 até 20000,3
130165,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
130170,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,1998,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,20001 até 50000,4
130180,Secretaria exclusiva,Não,Outra forma de organização,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Não,Não,10001 até 20000,3
130185,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não aplicável,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,2002,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,20001 até 50000,4
130190,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,50001 até 100000,5
130195,Secretaria exclusiva,Sim,Não aplicável,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,1998,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,5001 até 10000,2
130200,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Não,Não,5001 até 10000,2
130210,Secretaria exclusiva,Sim,Não aplicável,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Não,Não,Até 5000,1
130220,Secretaria exclusiva,Não,Outra forma de organização,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,Não,5001 até 10000,2
130230,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2008,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,10001 até 20000,3
130240,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não aplicável,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2007,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,20001 até 50000,4
130250,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,50001 até 100000,5
130255,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não aplicável,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,2008,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,20001 até 50000,4
130260,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não aplicável,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,1999,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Maior que 500000,7
130270,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,8888,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,20001 até 50000,4
130280,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,2009,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
130290,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não aplicável,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,2006,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,20001 até 50000,4
130300,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,10001 até 20000,3
130310,Secretaria exclusiva,Sim,Não aplicável,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não aplicável,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,2006,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,20001 até 50000,4
130320,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,2007,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,10001 até 20000,3
